,S,K,V,_T,mid_iv,bids,asks,last_price,mid
322,37597.27,24000,180.4,105.52658752909689,104.62,0.035948347107438015,0.12009911894273122,0.0515,0.07802373302508461
122,38301.84,24000,21.1,203.56825419576356,98.63499999999999,0.060075520833333326,0.13408241758241757,0.092,0.09707896920787545
172,37319.26,25000,213.1,77.52658752909689,104.66,0.033682719546742214,0.054939209726443776,0.045,0.044310964636592995
387,36849.74,25000,2.3,0.5265875290968903,161.905,0.0,0.016102608695652172,0.0005,0.008051304347826086
12,37035.43,25000,270.4,49.52658752909689,105.03999999999999,0.022382940108892926,0.03359527121001392,0.0255,0.027989105659453423
338,38892.24,25000,1.7,287.56825419576353,97.125,0.09787410071942446,0.13512962962962963,0.1495,0.11650186517452704
184,36862.1,25000,45.4,7.52658752909689,142.765,0.0013906913280776227,0.00902408536585366,0.0025,0.0052073883469656405
235,37594.04,26000,5.8,105.52658752909689,101.7,0.041564393939393936,0.6284304812834225,0.0675,0.3349974376114082
25,36828.92,26000,18.8,0.5265875290968903,146.92,0.0,0.06941978021978022,0.0005,0.03470989010989011
361,38306.31,26000,30.2,203.56825419576356,98.275,0.05871621621621621,0.13165625,0.1098,0.09518623310810811
3,36872.47,28000,240.1,14.52658752909689,111.94,0.007912270642201834,0.03073232323232324,0.01,0.019322296937262538
271,37594.79,28000,23.0,105.52658752909689,99.94,0.06540268456375838,0.10013805970149253,0.0815,0.08277037213262545
103,37036.76,28000,44.1,49.52658752909689,99.60499999999999,0.036946175637393774,0.04764638157894737,0.044000000000000004,0.042296278608170576
266,36855.92,28000,207.9,0.5265875290968903,119.085,0.0,0.005895726495726496,0.0005,0.002947863247863248
127,36843.6,28000,113.4,7.52658752909689,122.63499999999999,0.0031782945736434105,0.016223367697594502,0.005,0.009700831135618957
29,38300.47,28000,3.8,203.56825419576356,98.555,0.08255555555555555,0.1731166666666667,0.133,0.12783611111111112
139,37035.8,30000,107.7,49.52658752909689,96.15,0.04358403361344538,0.077633608815427,0.0545,0.060608821214436184
383,36887.94,30000,291.3,14.52658752909689,103.175,0.013339901477832514,0.02704186521443159,0.0165,0.020190883346132053
115,37565.81,30000,4.5,105.52658752909689,98.095,0.08443840579710145,0.10724409448818897,0.10300000000000001,0.09584125014264522
52,36841.05,30000,174.7,7.52658752909689,111.125,0.005647943831494483,0.011133536585365856,0.0075,0.00839074020843017
165,38907.51,30000,15.5,287.56825419576353,97.575,0.05116898571951667,0.19945652173913045,0.1895,0.12531275372932354
73,38299.54,30000,137.0,203.56825419576356,96.765,0.12108000000000002,0.1880424836601307,0.16,0.15456124183006537
341,36855.65,30000,560.0,0.5265875290968903,195.28,0.0005,0.026381372132540357,0.0005,0.013440686066270179
371,37327.47,30000,99.2,77.52658752909689,98.18,0.06276346153846153,0.08536877828054297,0.08199999999999999,0.07406611990950225
203,36852.51,31000,132.6,0.5265875290968903,168.14999999999998,0.0005,0.003431771894093687,0.001,0.0019658859470468434
23,36840.43,31000,156.8,7.52658752909689,104.83500000000001,0.007427890345649583,0.013748532863849765,0.009000000000000001,0.010588211604749674
188,37594.6,32000,7.8,105.52658752909689,97.16499999999999,0.08634736842105262,0.31742165898617514,0.125,0.20188451370361388
274,36859.14,32000,347.8,7.52658752909689,100.09,0.009817486338797815,0.016358407079646017,0.012,0.013087946709221917
243,36896.69,32000,394.6,14.52658752909689,95.65,0.021680555555555557,0.04587871674491392,0.0245,0.03377963615023474
372,36847.28,32000,221.3,0.5265875290968903,160.41,0.0005307062436028659,0.006941326530612245,0.001,0.0037360163871075556
320,37054.16,32000,115.7,49.52658752909689,94.13,0.05254933333333334,0.09465271966527194,0.0715,0.07360102649930264
331,36857.1,32000,1.7,1.5265875290968904,132.115,0.0014923580786026201,0.005955128205128205,0.002,0.0037237431418654125
289,38306.27,32000,5.7,203.56825419576356,96.275,0.0999088669950739,0.2842518518518519,0.182,0.1920803594234629
101,36831.49,33000,278.0,0.5265875290968903,139.79000000000002,0.0011308270676691728,0.007617587939698493,0.001,0.004374207503683833
97,36834.55,33000,0.1,1.5265875290968904,121.345,0.0020166666666666666,0.007872180451127819,0.0035,0.004944423558897243
14,36839.96,33000,203.0,7.52658752909689,95.14,0.014537854889589903,0.02113625997719498,0.0165,0.01783705743339244
163,36896.61,34000,118.8,14.52658752909689,90.46000000000001,0.03376158301158301,0.04496523388116309,0.0415,0.03936340844637305
321,37055.32,34000,100.0,49.52658752909689,92.03999999999999,0.07012454212454212,0.12099431818181815,0.099,0.09555943015318014
83,36827.54,34000,448.8,0.5265875290968903,118.81,0.0021984858459512847,0.013518202502844138,0.0035,0.007858344174397711
381,36850.71,34000,513.2,7.52658752909689,90.785,0.019332402234636874,0.07686911764705882,0.0225,0.04810075994084785
116,38901.23,35000,0.1,287.56825419576353,95.765,0.25048165137614675,0.2737857142857143,0.27699999999999997,0.2621336828309305
249,37325.08,35000,27.2,77.52658752909689,94.13,0.11582666666666667,0.1935044642857143,0.1425,0.15466556547619048
79,36840.95,35000,237.4,7.52658752909689,87.56,0.025776315789473685,0.036421641791044776,0.0285,0.031098978790259232
90,36827.0,35000,174.5,0.5265875290968903,102.725,0.0035910883280757095,0.0073370720188901985,0.0045,0.005464080173482954
288,37054.67,35000,53.2,49.52658752909689,91.265,0.08162587412587413,0.13804313725490194,0.1045,0.10983450569038804
146,36838.16,35000,11.0,1.5265875290968904,97.14,0.006495387453874538,0.03796503496503496,0.0105,0.022230211209454752
209,36903.01,36000,235.5,14.52658752909689,86.9,0.04837518355359766,0.11144496487119437,0.0585,0.07991007421239602
237,37055.59,36000,68.0,49.52658752909689,90.44,0.09092238267148016,0.14289173228346458,0.1215,0.11690705747747238
11,36830.55,36000,8.0,1.5265875290968904,88.375,0.010558823529411765,0.02134914611005693,0.018000000000000002,0.015953984819734347
13,36829.98,36000,400.3,0.5265875290968903,90.86,0.006825381679389312,0.014835833333333331,0.0095,0.010830607506361322
64,37559.75,36000,50.9,105.52658752909689,94.89,0.168375,0.18048684210526314,0.17,0.17443092105263158
352,38306.68,36000,1.0,203.56825419576356,96.015,0.2208333333333333,0.24650000000000002,0.26,0.23366666666666666
135,36842.7,36000,171.7,7.52658752909689,85.94999999999999,0.03475589836660616,0.05283963815789474,0.039,0.04379776826225045
85,36840.95,37000,71.9,7.52658752909689,83.005,0.04652240566037735,0.05989737991266376,0.053,0.05320989278652055
95,36831.69,37000,101.7,0.5265875290968903,87.14500000000001,0.016400783289817235,0.05068564920273348,0.0205,0.03354321624627536
198,36897.62,38000,11.0,14.52658752909689,84.87,0.07242125,0.0986873350923483,0.086,0.08555429254617415
173,36860.07,38000,2.4,7.52658752909689,83.96000000000001,0.05912540716612378,0.08096540880503143,0.066,0.07004540798557761
38,36828.63,38000,9.3,0.5265875290968903,86.995,0.023822580645161292,0.05428109452736318,0.038,0.03905183758626224
37,36828.63,39000,4.7,0.5265875290968903,86.195,0.052333333333333336,0.19387096774193546,0.065,0.1231021505376344
397,36885.79,40000,18.1,14.52658752909689,84.005,0.09563756613756613,0.14456987951807224,0.12300000000000001,0.12010372282781918
318,37054.16,40000,48.0,49.52658752909689,89.595,0.09186842105263159,0.2595,0.175,0.1756842105263158
1,37556.0,40000,2.2,105.52658752909689,94.215,0.052674999999999986,0.5762340425531914,0.24600000000000002,0.31445452127659573
171,37318.57,40000,7.3,77.52658752909689,91.655,0.17078333333333334,0.2152,0.2095,0.19299166666666667
17,36829.79,40000,1.9,0.5265875290968903,60.57,0.08131560283687944,0.1653779069767442,0.0925,0.12334675490681182
183,38315.87,40000,2.3,203.56825419576356,94.89500000000001,0.07669365609348915,0.6723755102040816,0.3025,0.37453458314878535
276,36856.01,42000,0.1,0.5265875290968903,250.0,0.13,0.6405,0.187,0.38525
199,36862.01,42000,3.0,7.52658752909689,86.255,0.1373421052631579,0.5048529411764706,0.1455,0.3210975232198143
219,36860.07,44000,5.0,7.52658752909689,106.905,0.19489473684210526,0.424864406779661,0.2225,0.3098795718108831
61,36874.01,44000,1.2,14.52658752909689,87.25999999999999,0.17963909774436093,0.24121441774491684,0.201,0.21042675774463887
378,36896.33,48000,21.6,14.52658752909689,92.195,0.23521428571428565,0.4122765151515152,0.307,0.32374540043290045
293,36896.09,50000,15.0,14.52658752909689,102.575,0.33652020202020194,0.5086605839416058,0.3525,0.4225903929809039
120,37565.87,50000,0.1,105.52658752909689,108.925,0.0048173076923076945,0.6949999999999998,0.488,0.34990865384615377
221,36895.62,52000,10.6,14.52658752909689,70.78,0.12034921369102684,0.5331495726495726,0.42,0.3267493931702997
401,37585.5,56000,0.1,105.52658752909689,250.0,0.32450662251655626,6.0,0.5529999999999999,3.162253311258278
124,36902.07,56000,4.6,14.52658752909689,106.25999999999999,0.3319815950920245,0.6226268656716418,0.5285,0.47730423038183317
59,37040.58,65000,0.9,49.52658752909689,237.925,0.265,1.2655,0.78,0.76525
4,36872.67,68000,2.2,14.52658752909689,76.565,0.8405,0.8479999999999999,0.9395,0.84425
140,37567.8,8000,19.5,105.52658752909689,135.45,0.0006185714285714286,0.0774349710982659,0.0025,0.039026771263418664
